-3.634399,11.77701,2.947607,0
-3.634399,11.77701,2.852186,0
-3.634399,11.77701,2.75709,0
-3.634399,11.77701,2.662304,0
-3.634399,11.77701,2.56782,0
-3.634399,11.77701,2.473623,0
-3.634399,11.77701,2.379702,0
-3.634399,11.77701,2.286047,0
-3.634399,11.77701,2.192648,0
-3.634399,11.77701,2.099493,0
-3.634399,11.77701,2.006569,0
-3.634399,11.77701,1.913866,0
-3.634399,11.77698,1.821377,0
-3.634399,11.77701,1.729086,0
-3.634399,11.77701,1.636984,0
-3.634399,11.77701,1.545063,0
-3.634399,11.77701,1.45331,0
-3.634399,11.77698,1.361717,0
-3.634399,11.77701,1.270271,0
-3.634399,11.77701,1.178965,0
-3.634399,11.77701,1.087784,0
-3.634399,11.77701,0.9967213,0
-3.634399,11.77698,0.9057693,0
-3.634399,11.77701,0.8149128,0
-3.634399,11.77701,0.7241459,0
-3.634399,11.77701,0.6334591,0
-3.634399,11.77701,0.5428371,0
-3.634399,11.77701,0.4522743,0
-3.634399,11.77701,0.3617611,0
-3.634399,11.77701,0.271286,0
-3.634399,11.77701,0.1808414,0
-3.634399,11.77701,0.09041405,0
-3.634399,11.77701,-1.907349E-06,0
-3.634399,11.77701,-0.09041786,0
-3.634399,11.77701,-0.1808414,0
-3.634399,11.77701,-0.2712879,0
-3.634399,11.77701,-0.361763,0
-3.634399,11.77701,-0.4522762,0
-3.634399,11.77701,-0.5428371,0
-3.634399,11.77701,-0.6334591,0
-3.634399,11.77701,-0.7241478,0
-3.634399,11.77701,-0.8149166,0
-3.634399,11.77701,-0.9057713,0
-3.634399,11.77701,-0.9967251,0
-3.634399,11.77701,-1.087786,0
-3.63446,11.77701,-1.178967,0
-3.63446,11.77701,-1.270275,0
-3.577332,11.59201,-1.34033,0
-3.399353,11.01517,-1.359304,0
-3.237915,10.49222,-1.376509,0
-3.090881,10.01581,-1.392183,0
-2.956421,9.579956,-1.406521,0
-2.832703,9.179108,-1.419596,0
-2.718079,8.807556,-1.431309,0
-2.612061,8.464203,-1.442133,0
-2.513855,8.145844,-1.452168,0
-2.422485,7.849884,-1.461498,0
-2.337341,7.573975,-1.470198,0
-2.322571,7.52597,-1.520725,0
-2.322571,7.52597,-1.580744,0
-2.298523,7.448151,-1.623974,0
-2.21814,7.187714,-1.624855,0
-2.143005,6.944122,-1.625681,0
-2.07251,6.71579,-1.626453,0
-3.620056,11.8035,2.952652,0
-3.620056,11.8035,2.857069,0
-3.620056,11.8035,2.761808,0
-3.620056,11.8035,2.666861,0
-3.620056,11.8035,2.572214,0
-3.620056,11.8035,2.477858,0
-3.620056,11.8035,2.383776,0
-3.620056,11.8035,2.289961,0
-3.620056,11.8035,2.196402,0
-3.620056,11.8035,2.103086,0
-3.620056,11.8035,2.010004,0
-3.620056,11.8035,1.917143,0
-3.620056,11.8035,1.824493,0
-3.620056,11.8035,1.732046,0
-3.620056,11.8035,1.639788,0
-3.620056,11.8035,1.547709,0
-3.620056,11.8035,1.455799,0
-3.620056,11.8035,1.364048,0
-3.620056,11.8035,1.272444,0
-3.620056,11.8035,1.180983,0
-3.620056,11.8035,1.089647,0
-3.620056,11.8035,0.9984283,0
-3.620056,11.8035,0.90732,0
-3.620056,11.8035,0.816309,0
